exp	sn	cond	sess	trial	trial_type	dispSize	minProbeTime	respOrder	fixedOrWord	probeBlankTime	screenAdvanceTime	title	typeOfScen	Item	Is_are	you_holder	questionKey	keybResp	keyDef	keybRT	moral_acceptabilityResp	moral_acceptabilityRT	moral_inacceptabilityResp	moral_inacceptabilityRT	rtBeep	rtDeadline	hide_question
charityYou2	46	you	2	15	1	680	0	k	W	150	0	paralysis	onehundred	a pedophile	is	you	XorY	l	Keep	900	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	16	1	680	0	k	W	150	0	surgery	onehundred	an Olympian	is	you	XorY	l	Keep	2611	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	17	1	680	0	k	W	150	0	bucketList	onehundred	a nun	is	you	XorY	s	Donate	1369	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	18	1	680	0	k	W	150	0	physicalTherapy	onehundred	your grandfather	is	you	XorY	s	Donate	1239	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	19	1	680	0	k	W	150	0	hearingAids	onehundred	a rapist	is	you	XorY	l	Keep	878	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	20	1	680	0	k	W	150	0	hearingAids	onehundred	your mother	is	you	XorY	s	Donate	1020	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	21	1	680	0	k	W	150	0	burntHouse	onehundred	an assassin	is	you	XorY	l	Keep	1730	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	22	1	680	0	k	W	150	0	paralysis	onehundred	a mentor	is	you	XorY	s	Donate	1520	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	23	1	680	0	k	W	150	0	hearingAids	onehundred	a rapist	is	you	XorY	l	Keep	890	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	24	1	680	0	k	W	150	0	legalFees	onehundred	a judge	is	you	XorY	l	Keep	3014	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	25	1	680	0	k	W	150	0	surgery	onehundred	a convict	is	you	XorY	l	Keep	1002	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	26	1	680	0	k	W	150	0	surgery	onehundred	an astronaut	is	you	XorY	l	Keep	3939	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	27	1	680	0	k	W	150	0	medicalTreatment	onehundred	your grandfather	is	you	XorY	s	Donate	1248	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	28	1	680	0	k	W	150	0	burntHouse	onehundred	a mentor	is	you	XorY	s	Donate	1654	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	29	1	680	0	k	W	150	0	medicalTreatment	onehundred	an astronaut	is	you	XorY	l	Keep	1088	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	30	1	680	0	k	W	150	0	bucketList	onehundred	a thief	is	you	XorY	l	Keep	812	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	31	1	680	0	k	W	150	0	surgery	onehundred	a pedophile	is	you	XorY	l	Keep	815	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	32	1	680	0	k	W	150	0	paralysis	onehundred	a pedophile	is	you	XorY	l	Keep	821	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	33	1	680	0	k	W	150	0	paralysis	onehundred	an astronaut	is	you	XorY	l	Keep	1175	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	34	1	680	0	k	W	150	0	hearingAids	onehundred	a police officer	is	you	XorY	s	Donate	2449	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	35	1	680	0	k	W	150	0	paralysis	onehundred	your mother	is	you	XorY	s	Donate	857	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	36	1	680	0	k	W	150	0	surgery	onehundred	your grandfather	is	you	XorY	s	Donate	717	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	37	1	680	0	k	W	150	0	serviceDog	onehundred	an assassin	is	you	XorY	l	Keep	1198	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	38	1	680	0	k	W	150	0	medicalTreatment	onehundred	a convict	is	you	XorY	l	Keep	1117	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	39	1	680	0	k	W	150	0	bucketList	onehundred	an elderly person	is	you	XorY	s	Donate	1363	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	40	1	680	0	k	W	150	0	bucketList	onehundred	a father	is	you	XorY	s	Donate	849	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	41	1	680	0	k	W	150	0	physicalTherapy	onehundred	your grandfather	is	you	XorY	s	Donate	816	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	42	1	680	0	k	W	150	0	burntHouse	onehundred	your cousin	is	you	XorY	s	Donate	1994	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	43	1	680	0	k	W	150	0	hearingAids	onehundred	an addict	is	you	XorY	l	Keep	821	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	44	1	680	0	k	W	150	0	legalFees	onehundred	a convict	is	you	XorY	l	Keep	976	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	45	1	680	0	k	W	150	0	legalFees	onehundred	an addict	is	you	XorY	l	Keep	685	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	46	1	680	0	k	W	150	0	burntHouse	onehundred	an addict	is	you	XorY	l	Keep	819	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	47	1	680	0	k	W	150	0	bucketList	onehundred	your grandfather	is	you	XorY	s	Donate	808	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	48	1	680	0	k	W	150	0	physicalTherapy	onehundred	a soldier	is	you	XorY	s	Donate	890	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	49	1	680	0	k	W	150	0	legalFees	onehundred	an Olympian	is	you	XorY	l	Keep	1595	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	50	1	680	0	k	W	150	0	surgery	onehundred	a pedophile	is	you	XorY	l	Keep	1026	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	51	1	680	0	k	W	150	0	legalFees	onehundred	your cousin	is	you	XorY	s	Donate	945	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	52	1	680	0	k	W	150	0	medicalTreatment	onehundred	a gang member	is	you	XorY	l	Keep	1151	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	53	1	680	0	k	W	150	0	bucketList	onehundred	a celebrity	is	you	XorY	l	Keep	1575	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	54	1	680	0	k	W	150	0	surgery	onehundred	your mother	is	you	XorY	s	Donate	1211	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	55	1	680	0	k	W	150	0	paralysis	onehundred	a celebrity	is	you	XorY	l	Keep	1145	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	56	1	680	0	k	W	150	0	serviceDog	onehundred	a pedophile	is	you	XorY	l	Keep	807	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	57	1	680	0	k	W	150	0	paralysis	onehundred	a celebrity	is	you	XorY	l	Keep	1153	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	58	1	680	0	k	W	150	0	bucketList	onehundred	a gang member	is	you	XorY	l	Keep	1079	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	59	1	680	0	k	W	150	0	medicalTreatment	onehundred	your friend	is	you	XorY	s	Donate	1031	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	60	1	680	0	k	W	150	0	physicalTherapy	onehundred	an Olympian	is	you	XorY	l	Keep	1435	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	61	1	680	0	k	W	150	0	legalFees	onehundred	a father	is	you	XorY	s	Donate	1099	0	0	0	0	N/A	-1	visible
charityYou2	46	you	2	62	1	680	0	k	W	150	0	physicalTherapy	onehundred	an astronaut	is	you	XorY	l	Keep	1426	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	0	0	680	0	k	W	300	0	paralysis	ten	a mentor	is	you	XorY	s	Donate	1585	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	1	0	680	0	k	W	300	0	medicalTreatment	ten	a convict	is	you	XorY	l	Keep	1391	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	2	0	680	0	k	W	300	0	legalFees	ten	a celebrity	is	you	XorY	l	Keep	5411	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	3	0	680	0	k	W	300	0	bucketList	ten	a judge	is	you	XorY	s	Donate	2854	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	0	1	680	0	k	W	150	0	serviceDog	ten	a thief	is	you	XorY	l	Keep	843	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	1	1	680	0	k	W	150	0	serviceDog	ten	your cousin	is	you	XorY	s	Donate	811	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	2	1	680	0	k	W	150	0	legalFees	ten	your sibling	is	you	XorY	s	Donate	698	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	3	1	680	0	k	W	150	0	surgery	ten	a celebrity	is	you	XorY	l	Keep	1058	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	4	1	680	0	k	W	150	0	burntHouse	ten	your friend	is	you	XorY	s	Donate	761	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	5	1	680	0	k	W	150	0	legalFees	ten	a convict	is	you	XorY	l	Keep	586	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	6	1	680	0	k	W	150	0	legalFees	ten	a mother	is	you	XorY	s	Donate	682	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	7	1	680	0	k	W	150	0	physicalTherapy	ten	a soldier	is	you	XorY	s	Donate	956	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	8	1	680	0	k	W	150	0	physicalTherapy	ten	a terrorist	is	you	XorY	l	Keep	738	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	9	1	680	0	k	W	150	0	legalFees	ten	a celebrity	is	you	XorY	l	Keep	1400	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	10	1	680	0	k	W	150	0	medicalTreatment	ten	an Olympian	is	you	XorY	s	Donate	5233	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	11	1	680	0	k	W	150	0	surgery	ten	your mother	is	you	XorY	s	Donate	849	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	12	1	680	0	k	W	150	0	serviceDog	ten	a rapist	is	you	XorY	l	Keep	759	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	13	1	680	0	k	W	150	0	bucketList	ten	a terrorist	is	you	XorY	l	Keep	688	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	14	1	680	0	k	W	150	0	physicalTherapy	ten	your mother	is	you	XorY	s	Donate	759	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	15	1	680	0	k	W	150	0	legalFees	ten	a rapist	is	you	XorY	l	Keep	1426	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	16	1	680	0	k	W	150	0	medicalTreatment	ten	an Olympian	is	you	XorY	s	Donate	2622	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	17	1	680	0	k	W	150	0	burntHouse	ten	a thief	is	you	XorY	l	Keep	669	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	18	1	680	0	k	W	150	0	bucketList	ten	a terrorist	is	you	XorY	l	Keep	809	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	19	1	680	0	k	W	150	0	hearingAids	ten	an addict	is	you	XorY	l	Keep	1528	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	20	1	680	0	k	W	150	0	legalFees	ten	your grandfather	is	you	XorY	s	Donate	880	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	21	1	680	0	k	W	150	0	physicalTherapy	ten	an assassin	is	you	XorY	l	Keep	645	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	22	1	680	0	k	W	150	0	paralysis	ten	a convict	is	you	XorY	l	Keep	1215	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	23	1	680	0	k	W	150	0	burntHouse	ten	a judge	is	you	XorY	s	Donate	1711	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	24	1	680	0	k	W	150	0	burntHouse	ten	an adult	is	you	XorY	s	Donate	2481	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	25	1	680	0	k	W	150	0	hearingAids	ten	your grandfather	is	you	XorY	s	Donate	687	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	26	1	680	0	k	W	150	0	surgery	ten	an assassin	is	you	XorY	l	Keep	1173	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	27	1	680	0	k	W	150	0	burntHouse	ten	a congressman	is	you	XorY	s	Donate	2903	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	28	1	680	0	k	W	150	0	surgery	ten	a congressman	is	you	XorY	s	Donate	2742	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	29	1	680	0	k	W	150	0	bucketList	ten	a teacher	is	you	XorY	s	Donate	823	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	30	1	680	0	k	W	150	0	bucketList	ten	an astronaut	is	you	XorY	s	Donate	1612	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	31	1	680	0	k	W	150	0	hearingAids	ten	a pedophile	is	you	XorY	l	Keep	809	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	32	1	680	0	k	W	150	0	serviceDog	ten	a father	is	you	XorY	s	Donate	845	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	33	1	680	0	k	W	150	0	paralysis	ten	an assassin	is	you	XorY	l	Keep	668	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	34	1	680	0	k	W	150	0	paralysis	ten	an astronaut	is	you	XorY	l	Keep	1246	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	35	1	680	0	k	W	150	0	medicalTreatment	ten	a judge	is	you	XorY	l	Keep	1760	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	36	1	680	0	k	W	150	0	hearingAids	ten	a judge	is	you	XorY	s	Donate	3737	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	37	1	680	0	k	W	150	0	hearingAids	ten	a mentor	is	you	XorY	s	Donate	671	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	38	1	680	0	k	W	150	0	surgery	ten	a mother	is	you	XorY	s	Donate	712	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	39	1	680	0	k	W	150	0	hearingAids	ten	a nun	is	you	XorY	s	Donate	1954	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	40	1	680	0	k	W	150	0	paralysis	ten	your sibling	is	you	XorY	s	Donate	858	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	41	1	680	0	k	W	150	0	serviceDog	ten	a congressman	is	you	XorY	s	Donate	1502	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	42	1	680	0	k	W	150	0	hearingAids	ten	a soldier	is	you	XorY	s	Donate	858	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	43	1	680	0	k	W	150	0	paralysis	ten	a pedophile	is	you	XorY	l	Keep	1283	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	44	1	680	0	k	W	150	0	legalFees	ten	your sibling	is	you	XorY	s	Donate	1609	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	45	1	680	0	k	W	150	0	paralysis	ten	a terrorist	is	you	XorY	l	Keep	1212	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	46	1	680	0	k	W	150	0	burntHouse	ten	an assassin	is	you	XorY	l	Keep	878	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	47	1	680	0	k	W	150	0	surgery	ten	your sibling	is	you	XorY	s	Donate	974	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	48	1	680	0	k	W	150	0	medicalTreatment	ten	a thief	is	you	XorY	l	Keep	868	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	49	1	680	0	k	W	150	0	burntHouse	ten	a terrorist	is	you	XorY	l	Keep	630	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	50	1	680	0	k	W	150	0	paralysis	ten	a terrorist	is	you	XorY	l	Keep	616	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	51	1	680	0	k	W	150	0	surgery	ten	a congressman	is	you	XorY	s	Donate	2926	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	52	1	680	0	k	W	150	0	physicalTherapy	ten	a congressman	is	you	XorY	s	Donate	1170	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	53	1	680	0	k	W	150	0	physicalTherapy	ten	an Olympian	is	you	XorY	l	Keep	2929	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	54	1	680	0	k	W	150	0	serviceDog	ten	a police officer	is	you	XorY	s	Donate	1195	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	55	1	680	0	k	W	150	0	surgery	ten	your sibling	is	you	XorY	s	Donate	630	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	56	1	680	0	k	W	150	0	bucketList	ten	a congressman	is	you	XorY	s	Donate	1339	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	57	1	680	0	k	W	150	0	bucketList	ten	a celebrity	is	you	XorY	l	Keep	990	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	58	1	680	0	k	W	150	0	hearingAids	ten	a judge	is	you	XorY	s	Donate	1139	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	59	1	680	0	k	W	150	0	legalFees	ten	an Olympian	is	you	XorY	l	Keep	1118	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	60	1	680	0	k	W	150	0	physicalTherapy	ten	a gang member	is	you	XorY	l	Keep	775	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	61	1	680	0	k	W	150	0	bucketList	ten	your friend	is	you	XorY	s	Donate	813	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	62	1	680	0	k	W	150	0	surgery	ten	your mother	is	you	XorY	s	Donate	684	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	63	1	680	0	k	W	150	0	burntHouse	ten	your cousin	is	you	XorY	s	Donate	713	0	0	0	0	N/A	-1	visible
charityYou2	46	you	3	64	1	680	0	k	W	150	0	paralysis	ten	a judge	is	you	XorY	s	Donate	2747	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	0	0	680	0	k	W	300	0	physicalTherapy	onehundred	a father	is	you	XorY	l	Donate	17646	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	1	0	680	0	k	W	300	0	serviceDog	onehundred	a pedophile	is	you	XorY	s	Keep	4477	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	2	0	680	0	k	W	300	0	hearingAids	onehundred	a mother	is	you	XorY	l	Donate	7613	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	3	0	680	0	k	W	300	0	bucketList	onehundred	an addict	is	you	XorY	s	Keep	6523	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	4	0	680	0	k	W	300	0	surgery	onehundred	a mentor	is	you	XorY	l	Donate	7809	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	5	0	680	0	k	W	300	0	paralysis	onehundred	a terrorist	is	you	XorY	s	Keep	1646	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	6	0	680	0	k	W	300	0	legalFees	onehundred	an elderly person	is	you	XorY	s	Keep	8809	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	7	0	680	0	k	W	300	0	burntHouse	onehundred	a police officer	is	you	XorY	l	Donate	1523	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	0	1	680	0	k	W	150	0	bucketList	onehundred	a teacher	is	you	XorY	l	Donate	2580	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	1	1	680	0	k	W	150	0	hearingAids	onehundred	your mother	is	you	XorY	l	Donate	1813	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	2	1	680	0	k	W	150	0	paralysis	onehundred	an addict	is	you	XorY	s	Keep	3191	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	3	1	680	0	k	W	150	0	burntHouse	onehundred	a thief	is	you	XorY	s	Keep	1142	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	4	1	680	0	k	W	150	0	surgery	onehundred	a rapist	is	you	XorY	s	Keep	1829	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	5	1	680	0	k	W	150	0	legalFees	onehundred	a mentor	is	you	XorY	l	Donate	1521	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	6	1	680	0	k	W	150	0	physicalTherapy	onehundred	a convict	is	you	XorY	s	Keep	5836	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	7	1	680	0	k	W	150	0	hearingAids	onehundred	your friend	is	you	XorY	l	Donate	1243	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	8	1	680	0	k	W	150	0	serviceDog	onehundred	a mentor	is	you	XorY	l	Donate	1272	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	9	1	680	0	k	W	150	0	burntHouse	onehundred	your sibling	is	you	XorY	l	Donate	2271	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	10	1	680	0	k	W	150	0	hearingAids	onehundred	an adult	is	you	XorY	l	Donate	3401	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	11	1	680	0	k	W	150	0	burntHouse	onehundred	a celebrity	is	you	XorY	s	Keep	1757	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	12	1	680	0	k	W	150	0	surgery	onehundred	a mother	is	you	XorY	l	Donate	1430	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	13	1	680	0	k	W	150	0	physicalTherapy	onehundred	a gang member	is	you	XorY	s	Keep	959	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	14	1	680	0	k	W	150	0	paralysis	onehundred	a judge	is	you	XorY	l	Donate	1703	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	15	1	680	0	k	W	150	0	medicalTreatment	onehundred	a mentor	is	you	XorY	l	Donate	1326	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	16	1	680	0	k	W	150	0	physicalTherapy	onehundred	an Olympian	is	you	XorY	l	Donate	3693	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	17	1	680	0	k	W	150	0	surgery	onehundred	an elderly person	is	you	XorY	l	Donate	1393	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	18	1	680	0	k	W	150	0	hearingAids	onehundred	a terrorist	is	you	XorY	s	Keep	887	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	19	1	680	0	k	W	150	0	paralysis	onehundred	a convict	is	you	XorY	s	Keep	978	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	20	1	680	0	k	W	150	0	hearingAids	onehundred	your sibling	is	you	XorY	l	Donate	960	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	21	1	680	0	k	W	150	0	surgery	onehundred	a father	is	you	XorY	l	Donate	1007	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	22	1	680	0	k	W	150	0	serviceDog	onehundred	a judge	is	you	XorY	l	Donate	1253	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	23	1	680	0	k	W	150	0	medicalTreatment	onehundred	a police officer	is	you	XorY	l	Donate	1886	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	24	1	680	0	k	W	150	0	legalFees	onehundred	your grandfather	is	you	XorY	l	Donate	938	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	25	1	680	0	k	W	150	0	serviceDog	onehundred	a nun	is	you	XorY	l	Donate	1526	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	26	1	680	0	k	W	150	0	hearingAids	onehundred	an Olympian	is	you	XorY	s	Keep	3911	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	27	1	680	0	k	W	150	0	paralysis	onehundred	a terrorist	is	you	XorY	s	Keep	2381	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	28	1	680	0	k	W	150	0	physicalTherapy	onehundred	a soldier	is	you	XorY	l	Donate	1323	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	29	1	680	0	k	W	150	0	surgery	onehundred	your sibling	is	you	XorY	l	Donate	1287	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	30	1	680	0	k	W	150	0	hearingAids	onehundred	a mentor	is	you	XorY	l	Donate	1327	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	31	1	680	0	k	W	150	0	burntHouse	onehundred	an Olympian	is	you	XorY	s	Keep	884	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	32	1	680	0	k	W	150	0	bucketList	onehundred	your grandfather	is	you	XorY	l	Donate	1072	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	33	1	680	0	k	W	150	0	burntHouse	onehundred	a terrorist	is	you	XorY	s	Keep	878	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	34	1	680	0	k	W	150	0	burntHouse	onehundred	a police officer	is	you	XorY	l	Donate	801	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	35	1	680	0	k	W	150	0	bucketList	onehundred	your cousin	is	you	XorY	l	Donate	988	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	36	1	680	0	k	W	150	0	burntHouse	onehundred	an Olympian	is	you	XorY	s	Keep	2497	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	37	1	680	0	k	W	150	0	hearingAids	onehundred	your friend	is	you	XorY	l	Donate	765	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	38	1	680	0	k	W	150	0	serviceDog	onehundred	a thief	is	you	XorY	s	Keep	805	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	39	1	680	0	k	W	150	0	surgery	onehundred	a celebrity	is	you	XorY	s	Keep	900	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	40	1	680	0	k	W	150	0	bucketList	onehundred	an elderly person	is	you	XorY	l	Donate	1070	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	41	1	680	0	k	W	150	0	burntHouse	onehundred	an assassin	is	you	XorY	s	Keep	1964	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	42	1	680	0	k	W	150	0	burntHouse	onehundred	a gang member	is	you	XorY	s	Keep	1556	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	43	1	680	0	k	W	150	0	medicalTreatment	onehundred	a nun	is	you	XorY	l	Donate	1689	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	44	1	680	0	k	W	150	0	serviceDog	onehundred	a terrorist	is	you	XorY	s	Keep	1750	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	45	1	680	0	k	W	150	0	paralysis	onehundred	your friend	is	you	XorY	l	Donate	1773	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	46	1	680	0	k	W	150	0	paralysis	onehundred	a congressman	is	you	XorY	s	Keep	7466	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	47	1	680	0	k	W	150	0	medicalTreatment	onehundred	an adult	is	you	XorY	l	Donate	3381	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	48	1	680	0	k	W	150	0	legalFees	onehundred	an adult	is	you	XorY	l	Donate	1218	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	49	1	680	0	k	W	150	0	surgery	onehundred	a police officer	is	you	XorY	l	Donate	775	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	50	1	680	0	k	W	150	0	serviceDog	onehundred	your cousin	is	you	XorY	l	Donate	592	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	51	1	680	0	k	W	150	0	paralysis	onehundred	a soldier	is	you	XorY	l	Donate	672	0	0	0	0	N/A	-1	visible
charityYou2	47	you	1	52	1	680	0	k	W	150	0	paralysis	onehundred	a convict	is	you	XorY	s	Keep	1507	0	0	0	0	N/A	-1	visible
