exp	sn	cond	sess	trial	trial_type	dispSize	minProbeTime	respOrder	fixedOrWord	probeBlankTime	screenAdvanceTime	title	typeOfScen	Item1	Item2	Group1	Group2	questionKey	keybResp	keyDef	keybRT	moral_acceptabilityResp	moral_acceptabilityRT	moral_inacceptabilityResp	moral_inacceptabilityRT	rtBeep	rtDeadline	hide_question
charityElaborateInOutGroup	100	in-group	1	0	0	680	0	k	W	150	0	legalFees	simpleChoice	a convict	a terrorist	Emerson College alumnus	UNC  Wilmington alumnus	XorY	d	Left Item	5571	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	1	0	680	0	k	W	150	0	hearingAids	simpleChoice	a mentor	a convict	Walsh University alumnus	Regis University alumnus	XorY	d	Left Item	2984	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	2	0	680	0	k	W	150	0	serviceDog	simpleChoice	a nun	an assassin	UNC  Wilmington alumnus	Milligan College alumnus	XorY	d	Left Item	4818	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	3	0	680	0	k	W	150	0	paralysis	simpleChoice	a judge	an assassin	Ursuline College alumnus	UNC  Wilmington alumnus	XorY	d	Left Item	5244	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	4	0	680	0	k	W	150	0	counseling	simpleChoice	a soldier	a mother	Simmons College alumnus	Regis University alumnus	XorY	d	Left Item	2923	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	5	0	680	0	k	W	150	0	medicalTreatment	simpleChoice	a teacher	a soldier	UNC  Wilmington alumnus	UNC  Wilmington alumnus	XorY	k	Right Item	2015	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	6	0	680	0	k	W	150	0	burntHouse	simpleChoice	an addict	an adult	UNC  Wilmington alumnus	UNC  Wilmington alumnus	XorY	k	Right Item	3363	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	7	0	680	0	k	W	150	0	bucketList	simpleChoice	an adult	a teacher	Milligan College alumnus	UNC  Wilmington alumnus	XorY	k	Right Item	2333	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	0	1	680	0	k	W	150	0	surgery	simpleChoice	a terrorist	an Olympian	Lewis University alumnus	Milligan College alumnus	XorY	k	Right Item	6574	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	1	1	680	0	k	W	150	0	surgery	simpleChoice	a gang member	a father	Milligan College alumnus	Bethel College alumnus	XorY	k	Right Item	2440	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	2	1	680	0	k	W	150	0	legalFees	simpleChoice	a convict	a rapist	Ithaca College alumnus	Ithaca College alumnus	XorY	d	Left Item	3335	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	3	1	680	0	k	W	150	0	bucketList	simpleChoice	an adult	a terrorist	Milligan College alumnus	UNC  Wilmington alumnus	XorY	d	Left Item	1532	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	4	1	680	0	k	W	150	0	serviceDog	simpleChoice	a mentor	a convict	Walsh University alumnus	UNC  Wilmington alumnus	XorY	d	Left Item	1330	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	5	1	680	0	k	W	150	0	paralysis	simpleChoice	a gang member	a judge	Elmhurst College alumnus	UNC  Wilmington alumnus	XorY	k	Right Item	1015	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	6	1	680	0	k	W	150	0	serviceDog	simpleChoice	a police officer	a judge	CSU Long Beach alumnus	Marist College alumnus	XorY	d	Left Item	2956	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	7	1	680	0	k	W	150	0	surgery	simpleChoice	a celebrity	a gang member	Elmhurst College alumnus	Milligan College alumnus	XorY	d	Left Item	2103	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	8	1	680	0	k	W	150	0	counseling	simpleChoice	a judge	a gang member	UNC  Wilmington alumnus	UNC  Wilmington alumnus	XorY	d	Left Item	1394	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	9	1	680	0	k	W	150	0	serviceDog	simpleChoice	a gang member	a gang member	UNC  Wilmington alumnus	Ithaca College alumnus	XorY	d	Left Item	3686	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	10	1	680	0	k	W	150	0	bucketList	simpleChoice	a mentor	a mentor	Ithaca College alumnus	Lewis University alumnus	XorY	k	Right Item	4324	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	11	1	680	0	k	W	150	0	legalFees	simpleChoice	an addict	a police officer	Regis University alumnus	Walsh University alumnus	XorY	k	Right Item	2536	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	12	1	680	0	k	W	150	0	serviceDog	simpleChoice	a thief	an elderly person	UNC  Wilmington alumnus	UNC  Wilmington alumnus	XorY	k	Right Item	1565	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	13	1	680	0	k	W	150	0	burntHouse	simpleChoice	a soldier	an assassin	UNC  Wilmington alumnus	Emerson College alumnus	XorY	d	Left Item	1452	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	14	1	680	0	k	W	150	0	burntHouse	simpleChoice	a mentor	an Olympian	UNC  Wilmington alumnus	Elmhurst College alumnus	XorY	d	Left Item	1866	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	15	1	680	0	k	W	150	0	hearingAids	simpleChoice	a judge	a mentor	UNC  Wilmington alumnus	UNC  Wilmington alumnus	XorY	d	Left Item	1563	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	16	1	680	0	k	W	150	0	hearingAids	simpleChoice	a nun	a soldier	UNC  Wilmington alumnus	CSU Long Beach alumnus	XorY	k	Right Item	1200	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	17	1	680	0	k	W	150	0	physicalTherapy	simpleChoice	a convict	an addict	Lewis University alumnus	UNC  Wilmington alumnus	XorY	k	Right Item	3272	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	18	1	680	0	k	W	150	0	legalFees	simpleChoice	a teacher	a convict	CSU Long Beach alumnus	Ithaca College alumnus	XorY	d	Left Item	1839	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	19	1	680	0	k	W	150	0	hearingAids	simpleChoice	an astronaut	a soldier	CSU Long Beach alumnus	Lewis University alumnus	XorY	k	Right Item	1568	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	20	1	680	0	k	W	150	0	medicalTreatment	simpleChoice	a gang member	a pedophile	CSU Long Beach alumnus	UNC  Wilmington alumnus	XorY	d	Left Item	3332	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	21	1	680	0	k	W	150	0	burntHouse	simpleChoice	an astronaut	a mother	UNC  Wilmington alumnus	Regis University alumnus	XorY	k	Right Item	1922	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	22	1	680	0	k	W	150	0	physicalTherapy	simpleChoice	an addict	an adult	Ursuline College alumnus	UNC  Wilmington alumnus	XorY	k	Right Item	1621	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	23	1	680	0	k	W	150	0	bucketList	simpleChoice	a nun	a pedophile	Elmhurst College alumnus	Ithaca College alumnus	XorY	d	Left Item	1703	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	24	1	680	0	k	W	150	0	counseling	simpleChoice	an Olympian	a father	UNC  Wilmington alumnus	Walsh University alumnus	XorY	k	Right Item	2674	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	25	1	680	0	k	W	150	0	counseling	simpleChoice	a terrorist	a rapist	UNC  Wilmington alumnus	UNC  Wilmington alumnus	XorY	k	Right Item	4159	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	26	1	680	0	k	W	150	0	medicalTreatment	simpleChoice	an elderly person	a celebrity	Lewis University alumnus	Bethel College alumnus	XorY	d	Left Item	1413	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	27	1	680	0	k	W	150	0	burntHouse	simpleChoice	a celebrity	a celebrity	Ursuline College alumnus	CSU Long Beach alumnus	XorY	k	Right Item	3826	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	28	1	680	0	k	W	150	0	hearingAids	simpleChoice	a terrorist	a gang member	CSU Long Beach alumnus	UNC  Wilmington alumnus	XorY	k	Right Item	2036	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	29	1	680	0	k	W	150	0	serviceDog	simpleChoice	a convict	an addict	Ithaca College alumnus	Ithaca College alumnus	XorY	k	Right Item	3166	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	30	1	680	0	k	W	150	0	bucketList	simpleChoice	an Olympian	a congressman	UNC  Wilmington alumnus	UNC  Wilmington alumnus	XorY	k	Right Item	1319	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	31	1	680	0	k	W	150	0	legalFees	simpleChoice	a judge	a mother	Lewis University alumnus	CSU Long Beach alumnus	XorY	k	Right Item	3168	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	32	1	680	0	k	W	150	0	medicalTreatment	simpleChoice	an assassin	a terrorist	Regis University alumnus	Simmons College alumnus	XorY	d	Left Item	2552	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	33	1	680	0	k	W	150	0	surgery	simpleChoice	an adult	a thief	Regis University alumnus	Regis University alumnus	XorY	d	Left Item	1403	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	34	1	680	0	k	W	150	0	bucketList	simpleChoice	a mother	a father	Walsh University alumnus	UNC  Wilmington alumnus	XorY	d	Left Item	4029	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	35	1	680	0	k	W	150	0	burntHouse	simpleChoice	a mentor	a teacher	Milligan College alumnus	UNC  Wilmington alumnus	XorY	k	Right Item	1378	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	36	1	680	0	k	W	150	0	surgery	simpleChoice	an astronaut	an astronaut	Elmhurst College alumnus	UNC  Wilmington alumnus	XorY	k	Right Item	3702	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	37	1	680	0	k	W	150	0	hearingAids	simpleChoice	a mentor	an addict	Walsh University alumnus	UNC  Wilmington alumnus	XorY	d	Left Item	2507	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	38	1	680	0	k	W	150	0	bucketList	simpleChoice	a police officer	a gang member	Bethel College alumnus	UNC  Wilmington alumnus	XorY	d	Left Item	1328	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	39	1	680	0	k	W	150	0	counseling	simpleChoice	a judge	an addict	UNC  Wilmington alumnus	Simmons College alumnus	XorY	k	Right Item	1178	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	40	1	680	0	k	W	150	0	surgery	simpleChoice	a nun	a mother	UNC  Wilmington alumnus	Ursuline College alumnus	XorY	k	Right Item	1697	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	41	1	680	0	k	W	150	0	legalFees	simpleChoice	an elderly person	a police officer	Ithaca College alumnus	UNC  Wilmington alumnus	XorY	d	Left Item	1713	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	42	1	680	0	k	W	150	0	medicalTreatment	simpleChoice	a father	a father	Walsh University alumnus	Ursuline College alumnus	XorY	d	Left Item	2252	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	43	1	680	0	k	W	150	0	legalFees	simpleChoice	a soldier	a judge	Regis University alumnus	Walsh University alumnus	XorY	d	Left Item	1060	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	44	1	680	0	k	W	150	0	medicalTreatment	simpleChoice	a thief	a mother	Marist College alumnus	UNC  Wilmington alumnus	XorY	k	Right Item	2836	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	45	1	680	0	k	W	150	0	medicalTreatment	simpleChoice	a father	a rapist	Walsh University alumnus	Simmons College alumnus	XorY	d	Left Item	1049	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	46	1	680	0	k	W	150	0	surgery	simpleChoice	a judge	an astronaut	Walsh University alumnus	UNC  Wilmington alumnus	XorY	d	Left Item	1155	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	47	1	680	0	k	W	150	0	hearingAids	simpleChoice	an astronaut	an astronaut	CSU Long Beach alumnus	UNC  Wilmington alumnus	XorY	k	Right Item	1530	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	48	1	680	0	k	W	150	0	burntHouse	simpleChoice	an assassin	an Olympian	Elmhurst College alumnus	UNC  Wilmington alumnus	XorY	k	Right Item	2746	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	49	1	680	0	k	W	150	0	paralysis	simpleChoice	a judge	a convict	Marist College alumnus	Elmhurst College alumnus	XorY	d	Left Item	1078	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	50	1	680	0	k	W	150	0	hearingAids	simpleChoice	a thief	an addict	Ithaca College alumnus	UNC  Wilmington alumnus	XorY	k	Right Item	1680	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	51	1	680	0	k	W	150	0	medicalTreatment	simpleChoice	an Olympian	an assassin	Regis University alumnus	UNC  Wilmington alumnus	XorY	d	Left Item	1669	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	52	1	680	0	k	W	150	0	bucketList	simpleChoice	an Olympian	a gang member	Regis University alumnus	Bethel College alumnus	XorY	d	Left Item	3093	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	53	1	680	0	k	W	150	0	serviceDog	simpleChoice	a pedophile	a police officer	Walsh University alumnus	UNC  Wilmington alumnus	XorY	k	Right Item	1851	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	54	1	680	0	k	W	150	0	paralysis	simpleChoice	an elderly person	a nun	UNC  Wilmington alumnus	Ursuline College alumnus	XorY	d	Left Item	1445	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	55	1	680	0	k	W	150	0	bucketList	simpleChoice	a soldier	a gang member	UNC  Wilmington alumnus	UNC  Wilmington alumnus	XorY	d	Left Item	798	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	56	1	680	0	k	W	150	0	legalFees	simpleChoice	a judge	an addict	CSU Long Beach alumnus	Simmons College alumnus	XorY	d	Left Item	1179	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	57	1	680	0	k	W	150	0	serviceDog	simpleChoice	a congressman	a thief	UNC  Wilmington alumnus	UNC  Wilmington alumnus	XorY	d	Left Item	1287	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	58	1	680	0	k	W	150	0	bucketList	simpleChoice	a teacher	a gang member	Simmons College alumnus	UNC  Wilmington alumnus	XorY	d	Left Item	1971	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	59	1	680	0	k	W	150	0	surgery	simpleChoice	an astronaut	a judge	UNC  Wilmington alumnus	UNC  Wilmington alumnus	XorY	k	Right Item	1455	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	60	1	680	0	k	W	150	0	paralysis	simpleChoice	a judge	a convict	UNC  Wilmington alumnus	Bethel College alumnus	XorY	d	Left Item	1429	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	61	1	680	0	k	W	150	0	surgery	simpleChoice	a celebrity	an Olympian	Simmons College alumnus	UNC  Wilmington alumnus	XorY	k	Right Item	1370	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	62	1	680	0	k	W	150	0	counseling	simpleChoice	a pedophile	a gang member	UNC  Wilmington alumnus	UNC  Wilmington alumnus	XorY	k	Right Item	2703	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	63	1	680	0	k	W	150	0	counseling	simpleChoice	an adult	a mentor	UNC  Wilmington alumnus	Emerson College alumnus	XorY	d	Left Item	1762	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	64	1	680	0	k	W	150	0	hearingAids	simpleChoice	an elderly person	a rapist	UNC  Wilmington alumnus	UNC  Wilmington alumnus	XorY	d	Left Item	1664	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	65	1	680	0	k	W	150	0	physicalTherapy	simpleChoice	a soldier	a congressman	Milligan College alumnus	UNC  Wilmington alumnus	XorY	d	Left Item	3109	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	66	1	680	0	k	W	150	0	medicalTreatment	simpleChoice	a thief	an adult	CSU Long Beach alumnus	CSU Long Beach alumnus	XorY	k	Right Item	1246	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	67	1	680	0	k	W	150	0	paralysis	simpleChoice	a congressman	a congressman	UNC  Wilmington alumnus	Marist College alumnus	XorY	d	Left Item	1700	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	68	1	680	0	k	W	150	0	paralysis	simpleChoice	a nun	an astronaut	Regis University alumnus	Ithaca College alumnus	XorY	d	Left Item	1453	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	69	1	680	0	k	W	150	0	legalFees	simpleChoice	a celebrity	a rapist	Elmhurst College alumnus	Elmhurst College alumnus	XorY	d	Left Item	1954	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	70	1	680	0	k	W	150	0	medicalTreatment	simpleChoice	a celebrity	a soldier	Elmhurst College alumnus	UNC  Wilmington alumnus	XorY	k	Right Item	1205	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	71	1	680	0	k	W	150	0	bucketList	simpleChoice	a celebrity	a soldier	UNC  Wilmington alumnus	UNC  Wilmington alumnus	XorY	k	Right Item	861	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	72	1	680	0	k	W	150	0	legalFees	simpleChoice	a pedophile	a teacher	UNC  Wilmington alumnus	Simmons College alumnus	XorY	k	Right Item	1770	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	73	1	680	0	k	W	150	0	counseling	simpleChoice	an addict	an adult	UNC  Wilmington alumnus	UNC  Wilmington alumnus	XorY	d	Left Item	2987	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	74	1	680	0	k	W	150	0	burntHouse	simpleChoice	a terrorist	a celebrity	Ursuline College alumnus	UNC  Wilmington alumnus	XorY	k	Right Item	1808	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	75	1	680	0	k	W	150	0	surgery	simpleChoice	a celebrity	an elderly person	Bethel College alumnus	Regis University alumnus	XorY	k	Right Item	850	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	76	1	680	0	k	W	150	0	physicalTherapy	simpleChoice	a soldier	an elderly person	Simmons College alumnus	Ithaca College alumnus	XorY	d	Left Item	680	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	77	1	680	0	k	W	150	0	medicalTreatment	simpleChoice	a convict	an addict	UNC  Wilmington alumnus	UNC  Wilmington alumnus	XorY	k	Right Item	2897	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	78	1	680	0	k	W	150	0	hearingAids	simpleChoice	a rapist	a mentor	Simmons College alumnus	Ursuline College alumnus	XorY	k	Right Item	1232	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	79	1	680	0	k	W	150	0	surgery	simpleChoice	a pedophile	an elderly person	Bethel College alumnus	Ursuline College alumnus	XorY	k	Right Item	2210	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	80	1	680	0	k	W	150	0	burntHouse	simpleChoice	an elderly person	an addict	UNC  Wilmington alumnus	UNC  Wilmington alumnus	XorY	d	Left Item	1452	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	81	1	680	0	k	W	150	0	physicalTherapy	simpleChoice	a convict	an astronaut	UNC  Wilmington alumnus	Milligan College alumnus	XorY	k	Right Item	1708	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	82	1	680	0	k	W	150	0	physicalTherapy	simpleChoice	a nun	a pedophile	UNC  Wilmington alumnus	Ithaca College alumnus	XorY	d	Left Item	1626	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	83	1	680	0	k	W	150	0	counseling	simpleChoice	a thief	an Olympian	CSU Long Beach alumnus	UNC  Wilmington alumnus	XorY	k	Right Item	1656	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	84	1	680	0	k	W	150	0	surgery	simpleChoice	a congressman	an elderly person	UNC  Wilmington alumnus	Ithaca College alumnus	XorY	k	Right Item	1647	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	85	1	680	0	k	W	150	0	bucketList	simpleChoice	a gang member	a thief	Lewis University alumnus	UNC  Wilmington alumnus	XorY	d	Left Item	2018	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	86	1	680	0	k	W	150	0	physicalTherapy	simpleChoice	an assassin	a rapist	Elmhurst College alumnus	UNC  Wilmington alumnus	XorY	d	Left Item	1809	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	87	1	680	0	k	W	150	0	hearingAids	simpleChoice	a mother	a teacher	CSU Long Beach alumnus	UNC  Wilmington alumnus	XorY	d	Left Item	1435	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	88	1	680	0	k	W	150	0	serviceDog	simpleChoice	a thief	a father	UNC  Wilmington alumnus	Ursuline College alumnus	XorY	k	Right Item	1061	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	89	1	680	0	k	W	150	0	serviceDog	simpleChoice	a mother	an assassin	Regis University alumnus	UNC  Wilmington alumnus	XorY	d	Left Item	976	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	90	1	680	0	k	W	150	0	paralysis	simpleChoice	a terrorist	a teacher	UNC  Wilmington alumnus	Walsh University alumnus	XorY	k	Right Item	1846	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	91	1	680	0	k	W	150	0	serviceDog	simpleChoice	a convict	a pedophile	Marist College alumnus	Emerson College alumnus	XorY	d	Left Item	1438	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	92	1	680	0	k	W	150	0	medicalTreatment	simpleChoice	a police officer	an astronaut	UNC  Wilmington alumnus	Milligan College alumnus	XorY	d	Left Item	2686	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	93	1	680	0	k	W	150	0	serviceDog	simpleChoice	an adult	a convict	UNC  Wilmington alumnus	Walsh University alumnus	XorY	d	Left Item	1509	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	94	1	680	0	k	W	150	0	physicalTherapy	simpleChoice	a pedophile	a mother	Ursuline College alumnus	Bethel College alumnus	XorY	k	Right Item	1072	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	95	1	680	0	k	W	150	0	hearingAids	simpleChoice	an astronaut	a convict	UNC  Wilmington alumnus	Bethel College alumnus	XorY	d	Left Item	1123	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	96	1	680	0	k	W	150	0	paralysis	simpleChoice	a thief	an assassin	UNC  Wilmington alumnus	UNC  Wilmington alumnus	XorY	d	Left Item	2039	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	97	1	680	0	k	W	150	0	serviceDog	simpleChoice	a police officer	a nun	CSU Long Beach alumnus	Simmons College alumnus	XorY	d	Left Item	1107	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	98	1	680	0	k	W	150	0	surgery	simpleChoice	a terrorist	an astronaut	UNC  Wilmington alumnus	UNC  Wilmington alumnus	XorY	d	Left Item	1601	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	99	1	680	0	k	W	150	0	surgery	simpleChoice	a gang member	an elderly person	UNC  Wilmington alumnus	Marist College alumnus	XorY	k	Right Item	1180	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	100	1	680	0	k	W	150	0	serviceDog	simpleChoice	a father	a convict	UNC  Wilmington alumnus	UNC  Wilmington alumnus	XorY	d	Left Item	915	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	101	1	680	0	k	W	150	0	hearingAids	simpleChoice	an assassin	an addict	Elmhurst College alumnus	Milligan College alumnus	XorY	k	Right Item	1898	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	102	1	680	0	k	W	150	0	burntHouse	simpleChoice	a judge	an adult	Regis University alumnus	UNC  Wilmington alumnus	XorY	d	Left Item	2220	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	103	1	680	0	k	W	150	0	bucketList	simpleChoice	a mentor	a convict	Milligan College alumnus	UNC  Wilmington alumnus	XorY	d	Left Item	1541	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	104	1	680	0	k	W	150	0	physicalTherapy	simpleChoice	a convict	a soldier	Bethel College alumnus	Ithaca College alumnus	XorY	k	Right Item	1049	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	105	1	680	0	k	W	150	0	counseling	simpleChoice	an adult	an astronaut	Emerson College alumnus	UNC  Wilmington alumnus	XorY	k	Right Item	2422	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	106	1	680	0	k	W	150	0	physicalTherapy	simpleChoice	a rapist	a teacher	Marist College alumnus	UNC  Wilmington alumnus	XorY	k	Right Item	2039	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	107	1	680	0	k	W	150	0	burntHouse	simpleChoice	a celebrity	a thief	Lewis University alumnus	UNC  Wilmington alumnus	XorY	d	Left Item	1851	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	108	1	680	0	k	W	150	0	surgery	simpleChoice	a thief	a thief	Simmons College alumnus	Milligan College alumnus	XorY	k	Right Item	1579	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	109	1	680	0	k	W	150	0	paralysis	simpleChoice	a convict	a celebrity	UNC  Wilmington alumnus	UNC  Wilmington alumnus	XorY	d	Left Item	2385	0	0	0	0	N/A	-1	visible
charityElaborateInOutGroup	100	in-group	1	110	1	680	0	k	W	150	0	serviceDog	simpleChoice	a gang member	a soldier	UNC  Wilmington alumnus	Emerson College alumnus	XorY	k	Right Item	1156	0	0	0	0	N/A	-1	visible
